gene_family,representative,num_genomes
GF_00000,GCA_003609755.1|BBD53839.1,119
GF_01559,GCF_018336915.1|WP_012162326.1,131
GF_01560,GCF_018336915.1|WP_212665121.1,89
GF_01561,GCF_018389385.1|WP_218079959.1,258
GF_01562,GCF_019056575.1|WP_190600980.1,52
GF_01563,GCF_019056575.1|WP_190601010.1,54
GF_01564,GCF_019056575.1|WP_190601191.1,40
GF_01565,GCF_019056575.1|WP_190601206.1,79
GF_01566,GCF_019056575.1|WP_190601209.1,157
GF_01567,GCF_019056575.1|WP_190601305.1,59
GF_01568,GCF_019056575.1|WP_190601498.1,140
GF_01569,GCF_019056575.1|WP_190601602.1,44
GF_01570,GCF_019056575.1|WP_190603013.1,70
GF_01571,GCF_019056575.1|WP_190603024.1,76
GF_01572,GCF_019056575.1|WP_190603060.1,79
GF_01573,GCF_019056575.1|WP_190603742.1,57
GF_01574,GCF_019056575.1|WP_190604078.1,97
GF_01575,GCF_019056575.1|WP_190604448.1,46
GF_01576,GCF_019056575.1|WP_190604532.1,50
GF_01577,GCF_019056575.1|WP_190606425.1,69
GF_01578,GCF_019056575.1|WP_190606440.1,81
GF_01579,GCF_019056575.1|WP_190606514.1,54
GF_01580,GCF_019056575.1|WP_190606659.1,56
GF_01581,GCF_019056575.1|WP_190606875.1,50
GF_01582,GCF_019056575.1|WP_190607146.1,44
GF_01583,GCF_019056575.1|WP_190607271.1,64
GF_01584,GCF_019056575.1|WP_190607385.1,62
GF_01585,GCF_019056575.1|WP_190607570.1,88
GF_01586,GCF_019056575.1|WP_190607710.1,72
GF_01587,GCF_019056575.1|WP_190607889.1,64
GF_01588,GCF_019056575.1|WP_190607963.1,47
GF_01589,GCF_019056575.1|WP_190607972.1,58
GF_01590,GCF_019056575.1|WP_190608250.1,53
GF_01591,GCF_019056575.1|WP_190608739.1,53
GF_01592,GCF_019056575.1|WP_313948453.1,70
GF_01593,GCF_019704275.1|WP_061432788.1,50
GF_01594,GCF_019704275.1|WP_071823417.1,76
GF_01595,GCF_019891175.1|WP_223046134.1,83
GF_01596,GCF_019891175.1|WP_223046402.1,326
GF_01597,GCF_019891175.1|WP_223046643.1,79
GF_01598,GCF_019891175.1|WP_223048352.1,46
GF_01599,GCF_019891175.1|WP_223048381.1,53
GF_01600,GCF_019891175.1|WP_223048443.1,73
GF_01601,GCF_019891175.1|WP_223049820.1,119
GF_01602,GCF_019891175.1|WP_223049894.1,46
GF_01603,GCF_019891175.1|WP_223050671.1,94
GF_01604,GCF_019891175.1|WP_225938230.1,130
GF_01605,GCF_019891175.1|WP_239033332.1,47
GF_01606,GCF_019891175.1|WP_390630277.1,107
GF_01607,GCF_019924095.1|WP_190598263.1,42
GF_01608,GCF_019924095.1|WP_212715642.1,42
GF_01609,GCF_019976755.1|WP_067764907.1,93
GF_01610,GCF_019976755.1|WP_224085569.1,48
GF_01611,GCF_019976755.1|WP_224085817.1,56
GF_01612,GCF_019976755.1|WP_224085916.1,77
GF_01613,GCF_019976755.1|WP_224086329.1,43
GF_01614,GCF_019976755.1|WP_224086661.1,78
GF_01615,GCF_019976755.1|WP_224087198.1,43
GF_01616,GCF_019976755.1|WP_224087485.1,44
GF_01617,GCF_019976755.1|WP_224087489.1,47
GF_01618,GCF_019976755.1|WP_224087725.1,59
GF_01619,GCF_019976755.1|WP_224088220.1,64
GF_01620,GCF_019976755.1|WP_224091656.1,55
GF_01621,GCF_019976755.1|WP_224091901.1,86
GF_01622,GCF_019976755.1|WP_224093117.1,40
GF_01623,GCF_019976755.1|WP_224093211.1,41
GF_01624,GCF_019976755.1|WP_224093443.1,66
GF_01625,GCF_019976755.1|WP_224093633.1,72
GF_01626,GCF_019976755.1|WP_224094343.1,68
GF_01627,GCF_019976755.1|WP_224094385.1,47
GF_01628,GCF_019976755.1|WP_224094495.1,55
GF_01629,GCF_019976755.1|WP_224095044.1,46
GF_01630,GCF_019977735.1|WP_127080768.1,129
GF_01631,GCF_019977735.1|WP_127082019.1,85
GF_01632,GCF_019977735.1|WP_127083481.1,88
GF_01633,GCF_019977735.1|WP_127084372.1,81
GF_01634,GCF_019977735.1|WP_127086977.1,76
GF_01635,GCF_019977735.1|WP_223970897.1,78
GF_01636,GCF_019977735.1|WP_223971067.1,84
GF_01637,GCF_019977735.1|WP_223972833.1,44
GF_01638,GCF_019977735.1|WP_223973040.1,61
GF_01639,GCF_019977735.1|WP_223975618.1,73
GF_01640,GCF_019977735.1|WP_223976400.1,81
GF_01641,GCF_019977735.1|WP_223977871.1,73
GF_01642,GCF_019977735.1|WP_223978051.1,67
GF_01643,GCF_019977735.1|WP_223978312.1,80
GF_01644,GCF_019977735.1|WP_223983547.1,68
GF_01645,GCF_019977735.1|WP_223990634.1,56
GF_01646,GCF_019977735.1|WP_224175586.1,47
GF_01647,GCF_019977735.1|WP_224177256.1,41
GF_01648,GCF_019977735.1|WP_224177318.1,41
GF_01649,GCF_019977735.1|WP_224177357.1,99
GF_01650,GCF_020091585.1|WP_224340159.1,46
GF_01651,GCF_020091585.1|WP_224341092.1,109
GF_01652,GCF_020091585.1|WP_224341985.1,107
GF_01653,GCF_020091585.1|WP_224342052.1,41
GF_01654,GCF_020091585.1|WP_224342683.1,279
GF_01655,GCF_020091585.1|WP_224343289.1,58
GF_01656,GCF_020091585.1|WP_224343896.1,52
GF_01657,GCF_020091585.1|WP_224345761.1,169
GF_01658,GCF_020091585.1|WP_224346247.1,48
GF_01659,GCF_020091585.1|WP_224346305.1,74
GF_01660,GCF_020091585.1|WP_224346428.1,47
GF_01661,GCF_020091585.1|WP_224346594.1,62
GF_01662,GCF_020091585.1|WP_302885403.1,69
GF_01663,GCF_020091585.1|WP_390883450.1,49
GF_01664,GCF_020885515.1|WP_040054250.1,44
GF_01665,GCF_020885515.1|WP_229637079.1,47
GF_01666,GCF_021018745.1|WP_230842467.1,217
GF_01667,GCF_021018745.1|WP_230842997.1,92
GF_01668,GCF_021379005.1|WP_233744211.1,126
GF_01669,GCF_021379005.1|WP_233744667.1,73
GF_01670,GCF_021379005.1|WP_233745569.1,169
GF_01671,GCF_021379005.1|WP_233745680.1,43
GF_01672,GCF_021379005.1|WP_233747695.1,81
GF_01673,GCF_021379005.1|WP_233748206.1,94
GF_01674,GCF_021379005.1|WP_233748451.1,123
GF_01675,GCF_021379005.1|WP_390889320.1,160
GF_01676,GCF_021497025.1|WP_212661811.1,40
GF_01677,GCF_021497025.1|WP_212665473.1,44
GF_01678,GCF_021650815.1|WP_006276052.1,126
GF_01679,GCF_021650815.1|WP_006276576.1,82
GF_01680,GCF_021650815.1|WP_006277458.1,50
GF_01681,GCF_021650815.1|WP_057178176.1,89
GF_01682,GCF_021650815.1|WP_115538860.1,68
GF_01683,GCF_022063185.1|WP_190703103.1,42
GF_01684,GCF_022063185.1|WP_237988490.1,60
GF_01685,GCF_022063185.1|WP_237989621.1,81
GF_01686,GCF_022063185.1|WP_237989770.1,40
GF_01687,GCF_022063185.1|WP_237989818.1,42
GF_01688,GCF_022063185.1|WP_237989836.1,52
GF_01689,GCF_022063185.1|WP_237990059.1,44
GF_01690,GCF_022063185.1|WP_237990215.1,60
GF_01691,GCF_022063185.1|WP_237990685.1,51
GF_01692,GCF_022063185.1|WP_237991269.1,74
GF_01693,GCF_022063185.1|WP_237991356.1,48
GF_01694,GCF_022063185.1|WP_237993060.1,46
GF_01695,GCF_022063185.1|WP_237994577.1,77
GF_01696,GCF_022063185.1|WP_237994663.1,76
GF_01697,GCF_022063185.1|WP_237994722.1,69
GF_01698,GCF_022063185.1|WP_237995999.1,48
GF_01699,GCF_022372495.1|WP_017287817.1,92
GF_01700,GCF_022372495.1|WP_017287829.1,69
GF_01701,GCF_022372495.1|WP_316426824.1,100
GF_01702,GCF_022376295.1|WP_239727057.1,90
GF_01703,GCF_022376295.1|WP_239727136.1,75
GF_01704,GCF_022376295.1|WP_239727196.1,70
GF_01705,GCF_022376295.1|WP_239728364.1,42
GF_01706,GCF_022376295.1|WP_239728800.1,46
GF_01707,GCF_022376295.1|WP_239728840.1,44
GF_01708,GCF_022376295.1|WP_239729159.1,93
GF_01709,GCF_022376295.1|WP_239729164.1,51
GF_01710,GCF_022376295.1|WP_239729260.1,73
GF_01711,GCF_022376295.1|WP_239729439.1,65
GF_01712,GCF_022376295.1|WP_239729474.1,41
GF_01713,GCF_022376295.1|WP_239729552.1,77
GF_01714,GCF_022376295.1|WP_239729729.1,57
GF_01715,GCF_022376295.1|WP_239730813.1,65
GF_01716,GCF_022376295.1|WP_239731371.1,75
GF_01717,GCF_022376295.1|WP_239731498.1,43
GF_01718,GCF_022376295.1|WP_239731534.1,43
GF_01719,GCF_022376295.1|WP_239731819.1,70
GF_01720,GCF_022701255.1|WP_242716492.1,246
GF_01721,GCF_022701255.1|WP_242720655.1,68
GF_01722,GCF_022701275.1|WP_006635853.1,161
GF_01723,GCF_022701275.1|WP_138921119.1,124
GF_01724,GCF_022984195.1|WP_011242996.1,50
GF_01725,GCF_023078835.1|WP_010314422.1,147
GF_01726,GCF_023078835.1|WP_010317799.1,42
GF_01727,GCF_023078835.1|WP_247478341.1,92
GF_01728,GCF_023115425.1|WP_247910971.1,64
GF_01729,GCF_023546805.1|WP_015152516.1,42
GF_01730,GCF_023546805.1|WP_015153860.1,120
GF_01731,GCF_023546805.1|WP_015153974.1,118
GF_01732,GCF_023546805.1|WP_015154107.1,90
GF_01733,GCF_023546805.1|WP_015154368.1,137
GF_01734,GCF_023546805.1|WP_015154632.1,81
GF_01735,GCF_023546805.1|WP_015155086.1,76
GF_01736,GCF_023546805.1|WP_015155522.1,43
GF_01737,GCF_023546805.1|WP_015156156.1,135
GF_01738,GCF_023546805.1|WP_106547368.1,77
GF_01739,GCF_023546805.1|WP_250015177.1,61
GF_01740,GCF_023546805.1|WP_250016729.1,84
GF_01741,GCF_023546805.1|WP_250017012.1,114
GF_01742,GCF_023650955.1|WP_250682531.1,121
GF_01743,GCF_023650955.1|WP_250682594.1,175
GF_01744,GCF_023734775.1|WP_196522556.1,46
GF_01745,GCF_023734775.1|WP_251956063.1,52
GF_01746,GCF_023734775.1|WP_251956566.1,66
GF_01747,GCF_023734775.1|WP_251956666.1,72
GF_01748,GCF_023734775.1|WP_251958234.1,51
GF_01749,GCF_023734775.1|WP_251958314.1,64
GF_01750,GCF_023734775.1|WP_251958343.1,67
GF_01751,GCF_023734775.1|WP_251958474.1,45
GF_01752,GCF_023734775.1|WP_251959160.1,56
GF_01753,GCF_023734775.1|WP_251959296.1,43
GF_01754,GCF_023734775.1|WP_251959700.1,73
GF_01755,GCF_023734775.1|WP_251960311.1,62
GF_01756,GCF_023983615.1|WP_252662765.1,51
GF_01757,GCF_023983615.1|WP_252665343.1,69
GF_01758,GCF_024347835.1|WP_010468088.1,188
GF_01759,GCF_024347835.1|WP_012163350.1,148
GF_01760,GCF_024584745.1|WP_027401182.1,44
GF_01761,GCF_024584745.1|WP_027402987.1,60
GF_01762,GCF_024584745.1|WP_027404266.1,75
GF_01763,GCF_024584745.1|WP_051424469.1,90
GF_01764,GCF_024584745.1|WP_193964320.1,57
GF_01765,GCF_024584745.1|WP_193964707.1,159
GF_01766,GCF_024584745.1|WP_257121728.1,84
GF_01767,GCF_025677855.1|WP_045867737.1,101
GF_01768,GCF_025677855.1|WP_045867881.1,67
GF_01769,GCF_025677855.1|WP_045868013.1,46
GF_01770,GCF_025677855.1|WP_045868049.1,99
GF_01771,GCF_025677855.1|WP_045868254.1,45
GF_01772,GCF_025677855.1|WP_045868391.1,66
GF_01773,GCF_025677855.1|WP_045868637.1,45
GF_01774,GCF_025677855.1|WP_045869116.1,70
GF_01775,GCF_025677855.1|WP_045869157.1,72
GF_01776,GCF_025677855.1|WP_045869442.1,55
GF_01777,GCF_025677855.1|WP_045869573.1,53
GF_01778,GCF_025677855.1|WP_045869902.1,45
GF_01779,GCF_025677855.1|WP_045871783.1,84
GF_01780,GCF_025677855.1|WP_045872726.1,79
GF_01781,GCF_025677855.1|WP_045872886.1,45
GF_01782,GCF_025677855.1|WP_045873407.1,79
GF_01783,GCF_025677855.1|WP_045873871.1,62
GF_01784,GCF_025677855.1|WP_045874010.1,83
GF_01785,GCF_025677855.1|WP_071989469.1,80
GF_01786,GCF_025860405.1|WP_045867688.1,50
GF_01787,GCF_025860405.1|WP_045868110.1,295
GF_01788,GCF_025860405.1|WP_045868231.1,82
GF_01789,GCF_025860405.1|WP_045868350.1,56
GF_01790,GCF_025860405.1|WP_045868681.1,52
GF_01791,GCF_025860405.1|WP_045869200.1,69
GF_01792,GCF_025860405.1|WP_045869566.1,64
GF_01793,GCF_025860405.1|WP_045869869.1,44
GF_01794,GCF_025860405.1|WP_045869898.1,66
GF_01795,GCF_025860405.1|WP_045870382.1,61
GF_01796,GCF_025860405.1|WP_045870447.1,52
GF_01797,GCF_025860405.1|WP_045870874.1,54
GF_01798,GCF_025860405.1|WP_045871150.1,57
GF_01799,GCF_025860405.1|WP_045871413.1,65
GF_01800,GCF_025860405.1|WP_045871784.1,58
GF_01801,GCF_025860405.1|WP_045871807.1,54
GF_01802,GCF_025860405.1|WP_045871926.1,76
GF_01803,GCF_025860405.1|WP_045872244.1,62
GF_01804,GCF_025860405.1|WP_045872936.1,49
GF_01805,GCF_025860405.1|WP_045872939.1,62
GF_01806,GCF_025860405.1|WP_045873084.1,44
GF_01807,GCF_025860405.1|WP_045874063.1,81
GF_01808,GCF_025860405.1|WP_045874515.1,86
GF_01809,GCF_025860405.1|WP_045875056.1,45
GF_01810,GCF_025999095.1|WP_297761171.1,50
GF_01811,GCF_026000695.1|WP_014274911.1,40
GF_01812,GCF_026222535.1|WP_002769830.1,50
GF_01813,GCF_026222535.1|WP_190358839.1,143
GF_01814,GCF_026222535.1|WP_190359647.1,42
GF_01815,GCF_026240635.1|WP_190431032.1,82
GF_01816,GCF_026240635.1|WP_265900661.1,55
GF_01817,GCF_026240635.1|WP_265900762.1,104
GF_01818,GCF_026240635.1|WP_265900914.1,56
GF_01819,GCF_026240635.1|WP_265902447.1,229
GF_01820,GCF_026802175.1|WP_268607666.1,266
GF_01821,GCF_026802175.1|WP_268608225.1,222
GF_01822,GCF_026802175.1|WP_268608265.1,65
GF_01823,GCF_026802175.1|WP_268608303.1,55
GF_01824,GCF_026802175.1|WP_268609628.1,50
GF_01825,GCF_026802175.1|WP_268610277.1,231
GF_01826,GCF_026802175.1|WP_268610709.1,63
GF_01827,GCF_026802175.1|WP_268611562.1,275
GF_01828,GCF_026802175.1|WP_268612572.1,106
GF_01829,GCF_027359355.1|WP_269612688.1,147
GF_01830,GCF_027359355.1|WP_269624922.1,57
GF_01831,GCF_027359375.1|WP_036900613.1,147
GF_01832,GCF_027359375.1|WP_036900629.1,50
GF_01833,GCF_027359375.1|WP_036901618.1,147
GF_01834,GCF_027359375.1|WP_052043093.1,147
GF_01835,GCF_027359375.1|WP_072013274.1,138
GF_01836,GCF_027359375.1|WP_081934252.1,109
GF_01837,GCF_027359375.1|WP_193741991.1,143
GF_01838,GCF_027359375.1|WP_193742008.1,75
GF_01839,GCF_027359375.1|WP_269607668.1,147
GF_01840,GCF_027359395.1|WP_011824174.1,55
GF_01841,GCF_027359415.1|WP_011125327.1,53
GF_01842,GCF_027359415.1|WP_269621868.1,45
GF_01843,GCF_027359415.1|WP_269622574.1,122
GF_01844,GCF_027359415.1|WP_269623214.1,147
GF_01845,GCF_027359415.1|WP_269623218.1,52
GF_01846,GCF_027359475.1|WP_269614103.1,60
GF_01847,GCF_027359475.1|WP_269614151.1,115
GF_01848,GCF_027359475.1|WP_269614896.1,77
GF_01849,GCF_027359525.1|WP_269612154.1,43
GF_01850,GCF_027359525.1|WP_269616547.1,119
GF_01851,GCF_027359575.1|WP_269603350.1,147
GF_01852,GCF_027359575.1|WP_269603534.1,147
GF_01853,GCF_027359575.1|WP_269605071.1,43
GF_01854,GCF_027359575.1|WP_269606326.1,41
GF_01855,GCF_027942295.1|WP_126384744.1,50
GF_01856,GCF_028623165.1|WP_273762049.1,46
GF_01857,GCF_028623165.1|WP_273762404.1,62
GF_01858,GCF_028623165.1|WP_273763077.1,57
GF_01859,GCF_028623165.1|WP_273763466.1,76
GF_01860,GCF_028623165.1|WP_273763959.1,134
GF_01861,GCF_028623165.1|WP_273763980.1,80
GF_01862,GCF_028623165.1|WP_273765251.1,44
GF_01863,GCF_028623165.1|WP_273765911.1,57
GF_01864,GCF_028623165.1|WP_273766379.1,41
GF_01865,GCF_028623165.1|WP_273767046.1,41
GF_01866,GCF_028623165.1|WP_273767098.1,44
GF_01867,GCF_028623165.1|WP_273767390.1,56
GF_01868,GCF_028623165.1|WP_273767773.1,42
GF_01869,GCF_028623165.1|WP_273768725.1,69
GF_01870,GCF_028623165.1|WP_273769283.1,79
GF_01871,GCF_028623165.1|WP_273769672.1,44
GF_01872,GCF_029919255.1|WP_281152944.1,79
GF_01873,GCF_029953635.1|WP_281480754.1,72
GF_01874,GCF_029953635.1|WP_281481262.1,51
GF_01875,GCF_029953635.1|WP_281481344.1,55
GF_01876,GCF_029953635.1|WP_281481558.1,40
GF_01877,GCF_029953635.1|WP_281481588.1,41
GF_01878,GCF_029953635.1|WP_281481617.1,69
GF_01879,GCF_029953635.1|WP_281481821.1,69
GF_01880,GCF_029953635.1|WP_281482140.1,90
GF_01881,GCF_029953635.1|WP_281482158.1,46
GF_01882,GCF_029953635.1|WP_281482331.1,46
GF_01883,GCF_029953635.1|WP_281482484.1,43
GF_01884,GCF_029953635.1|WP_281482647.1,82
GF_01885,GCF_029953635.1|WP_281482679.1,48
GF_01886,GCF_029953635.1|WP_281482847.1,47
GF_01887,GCF_029953635.1|WP_281482951.1,66
GF_01888,GCF_029953635.1|WP_281483031.1,48
GF_01889,GCF_029953635.1|WP_281483314.1,65
GF_01890,GCF_029953635.1|WP_281483332.1,87
GF_01891,GCF_029953635.1|WP_281483764.1,79
GF_01892,GCF_029953635.1|WP_281484456.1,49
GF_01893,GCF_029953635.1|WP_281484579.1,84
GF_01894,GCF_029953635.1|WP_281484691.1,56
GF_01895,GCF_029953635.1|WP_281485136.1,77
GF_01896,GCF_029953635.1|WP_281485472.1,78
GF_01897,GCF_029953635.1|WP_281485746.1,64
GF_01898,GCF_029953635.1|WP_281485786.1,121
GF_01899,GCF_029953635.1|WP_281485961.1,88
GF_01900,GCF_029953635.1|WP_281486010.1,46
GF_01901,GCF_029953635.1|WP_281486120.1,59
GF_01902,GCF_029953635.1|WP_343217876.1,72
GF_01903,GCF_030322985.1|WP_149819962.1,62
GF_01904,GCF_030323025.1|WP_286393422.1,51
GF_01905,GCF_030323025.1|WP_286395829.1,62
GF_01906,GCF_030323025.1|WP_286396669.1,199
GF_01907,GCF_030518715.1|WP_149819048.1,57
GF_01908,GCF_030544905.1|WP_196794062.1,47
GF_01909,GCF_030553035.1|WP_441007279.1,131
GF_01910,GCF_031583295.1|WP_011055941.1,41
GF_01911,GCF_031583295.1|WP_011058244.1,72
GF_01912,GCF_031583295.1|WP_206200298.1,43
GF_01913,GCF_031583315.1|WP_302676458.1,40
GF_01914,GCF_031583355.1|WP_011056031.1,40
GF_01915,GCF_031583415.1|WP_206200250.1,48
GF_01916,GCF_031583495.1|WP_149817514.1,42
GF_01917,GCF_032163395.1|WP_105217954.1,54
GF_01918,GCF_032163395.1|WP_105218642.1,153
GF_01919,GCF_032163395.1|WP_105218786.1,76
GF_01920,GCF_032163395.1|WP_105218806.1,62
GF_01921,GCF_032163395.1|WP_105219199.1,62
GF_01922,GCF_032163395.1|WP_105219329.1,99
GF_01923,GCF_032163395.1|WP_105219435.1,96
GF_01924,GCF_032163395.1|WP_105220019.1,166
GF_01925,GCF_032163395.1|WP_105220266.1,69
GF_01926,GCF_032163395.1|WP_105221685.1,90
GF_01927,GCF_032163395.1|WP_105222147.1,58
GF_01928,GCF_032163395.1|WP_105222253.1,263
GF_01929,GCF_032163395.1|WP_105222356.1,55
GF_01930,GCF_032163395.1|WP_206673746.1,56
GF_01931,GCF_032163395.1|WP_323713100.1,193
GF_01932,GCF_032163395.1|WP_412458794.1,259
GF_01933,GCF_032393985.1|WP_016867028.1,84
GF_01934,GCF_032393985.1|WP_102148923.1,83
GF_01935,GCF_032393985.1|WP_315784802.1,41
GF_01936,GCF_032393985.1|WP_315788141.1,82
GF_01937,GCF_032393985.1|WP_315788196.1,82
GF_01938,GCF_032393985.1|WP_315788198.1,50
GF_01939,GCF_032393985.1|WP_315788364.1,87
GF_01940,GCF_032393985.1|WP_315788498.1,50
GF_01941,GCF_032393985.1|WP_315789138.1,54
GF_01942,GCF_032393985.1|WP_315789304.1,76
GF_01943,GCF_032393985.1|WP_315789483.1,50
GF_01944,GCF_032393985.1|WP_315789951.1,84
GF_01945,GCF_032393985.1|WP_315790220.1,62
GF_01946,GCF_032393985.1|WP_315790310.1,61
GF_01947,GCF_032393985.1|WP_315790609.1,88
GF_01948,GCF_032393985.1|WP_315790805.1,84
GF_01949,GCF_032393985.1|WP_315790899.1,84
GF_01950,GCF_032393985.1|WP_315791986.1,84
GF_01951,GCF_032598965.1|WP_036004158.1,273
GF_01952,GCF_032598965.1|WP_036004398.1,354
GF_01953,GCF_032598965.1|WP_036007912.1,56
GF_01954,GCF_032598965.1|WP_072009710.1,323
GF_01955,GCF_032598965.1|WP_316430223.1,46
GF_01956,GCF_032598965.1|WP_316431744.1,60
GF_01957,GCF_032598965.1|WP_316433030.1,56
GF_01958,GCF_032598965.1|WP_316434264.1,69
GF_01959,GCF_032598965.1|WP_316434278.1,269
GF_01960,GCF_032598965.1|WP_316434843.1,199
GF_01961,GCF_032598965.1|WP_316435296.1,119
GF_01962,GCF_032598965.1|WP_316435580.1,180
GF_01963,GCF_032598965.1|WP_316435726.1,187
GF_01964,GCF_032598965.1|WP_316436480.1,94
GF_01965,GCF_032620035.1|WP_017290958.1,117
GF_01966,GCF_032705245.1|WP_172357849.1,83
GF_01967,GCF_032705245.1|WP_172358642.1,194
GF_01968,GCF_032705245.1|WP_172358922.1,145
GF_01969,GCF_032705245.1|WP_316791984.1,171
GF_01970,GCF_033798705.1|WP_320001407.1,59
GF_01971,GCF_034092375.1|WP_320675533.1,119
GF_01972,GCF_034092375.1|WP_320676275.1,147
GF_01973,GCF_034092375.1|WP_320676357.1,147
GF_01974,GCF_034092375.1|WP_320676542.1,58
GF_01975,GCF_034092375.1|WP_320676543.1,45
GF_01976,GCF_034092375.1|WP_320676680.1,109
GF_01977,GCF_034092375.1|WP_320677112.1,95
GF_01978,GCF_034092375.1|WP_320677478.1,116
GF_01979,GCF_034092375.1|WP_320677566.1,45
GF_01980,GCF_034092375.1|WP_320677599.1,41
GF_01981,GCF_034092375.1|WP_320677664.1,147
GF_01982,GCF_034092395.1|WP_320666529.1,95
GF_01983,GCF_034092395.1|WP_320666684.1,83
GF_01984,GCF_034092395.1|WP_320666702.1,147
GF_01985,GCF_034092395.1|WP_320666772.1,55
GF_01986,GCF_034092395.1|WP_320666799.1,145
GF_01987,GCF_034092395.1|WP_320666818.1,122
GF_01988,GCF_034092395.1|WP_320667155.1,40
GF_01989,GCF_034092395.1|WP_320667240.1,74
GF_01990,GCF_034092395.1|WP_320667288.1,43
GF_01991,GCF_034092395.1|WP_320667778.1,95
GF_01992,GCF_034092395.1|WP_320667835.1,96
GF_01993,GCF_034092395.1|WP_320667839.1,70
GF_01994,GCF_034092395.1|WP_320668038.1,147
GF_01995,GCF_034092395.1|WP_320668223.1,55
GF_01996,GCF_034092395.1|WP_320668266.1,72
GF_01997,GCF_034092395.1|WP_320668296.1,53
GF_01998,GCF_034092395.1|WP_320668333.1,69
GF_01999,GCF_034092395.1|WP_320668418.1,40
GF_02000,GCF_034092395.1|WP_320668451.1,70
GF_02001,GCF_034092415.1|WP_320673718.1,122
GF_02002,GCF_034092415.1|WP_320673823.1,72
GF_02003,GCF_034092415.1|WP_320673873.1,108
GF_02004,GCF_034092415.1|WP_320674271.1,109
GF_02005,GCF_034092415.1|WP_320674325.1,147
GF_02006,GCF_034092415.1|WP_320675039.1,109
GF_02007,GCF_034092415.1|WP_320675260.1,104
GF_02008,GCF_034092415.1|WP_320675331.1,68
GF_02009,GCF_034092465.1|WP_320663356.1,53
GF_02010,GCF_034092465.1|WP_320663365.1,147
GF_02011,GCF_034092465.1|WP_320663690.1,76
GF_02012,GCF_034092465.1|WP_320663734.1,91
GF_02013,GCF_034092465.1|WP_320663834.1,63
GF_02014,GCF_034092465.1|WP_320664044.1,72
GF_02015,GCF_034092465.1|WP_320664056.1,147
GF_02016,GCF_034092465.1|WP_320664109.1,147
GF_02017,GCF_035320825.1|WP_015218293.1,63
GF_02018,GCF_036630065.1|WP_338430878.1,99
GF_02019,GCF_036630085.1|WP_208674400.1,129
GF_02020,GCF_036630105.1|WP_338429799.1,94
GF_02021,GCF_037094475.1|WP_445240790.1,59
GF_02022,GCF_038050375.1|WP_353929050.1,71
GF_02023,GCF_038050375.1|WP_353929186.1,72
GF_02024,GCF_038050375.1|WP_353929635.1,84
GF_02025,GCF_038050375.1|WP_353930160.1,77
GF_02026,GCF_038050375.1|WP_353930416.1,54
GF_02027,GCF_038050375.1|WP_353931283.1,82
GF_02028,GCF_038050375.1|WP_353931616.1,247
GF_02029,GCF_038050375.1|WP_353931658.1,82
GF_02030,GCF_038050375.1|WP_353931722.1,69
GF_02031,GCF_038050375.1|WP_353931865.1,64
GF_02032,GCF_038050375.1|WP_353932149.1,70
GF_02033,GCF_038050375.1|WP_353932368.1,68
GF_02034,GCF_038050375.1|WP_353932692.1,69
GF_02035,GCF_038050375.1|WP_353932720.1,86
GF_02036,GCF_038050375.1|WP_353932725.1,77
GF_02037,GCF_038096175.1|WP_341524847.1,58
GF_02038,GCF_038096175.1|WP_341524931.1,77
GF_02039,GCF_038096175.1|WP_341525005.1,42
GF_02040,GCF_038096175.1|WP_341525432.1,51
GF_02041,GCF_038096175.1|WP_341525495.1,51
GF_02042,GCF_038096175.1|WP_341525575.1,82
GF_02043,GCF_038096175.1|WP_341526224.1,72
GF_02044,GCF_038096175.1|WP_341526277.1,49
GF_02045,GCF_038096175.1|WP_341526559.1,83
GF_02046,GCF_038096175.1|WP_341526739.1,80
GF_02047,GCF_038096175.1|WP_341526972.1,46
GF_02048,GCF_038096175.1|WP_341527072.1,48
GF_02049,GCF_038096175.1|WP_341527278.1,45
GF_02050,GCF_038096175.1|WP_341527404.1,53
GF_02051,GCF_038096175.1|WP_341527491.1,50
GF_02052,GCF_038096175.1|WP_341527530.1,53
GF_02053,GCF_038096175.1|WP_341527814.1,57
GF_02054,GCF_038096175.1|WP_341527911.1,81
GF_02055,GCF_038096175.1|WP_341527915.1,79
GF_02056,GCF_038096175.1|WP_341527939.1,45
GF_02057,GCF_038096175.1|WP_341528215.1,40
GF_02058,GCF_038096175.1|WP_341528771.1,56
GF_02059,GCF_038096175.1|WP_341528986.1,47
GF_02060,GCF_038096175.1|WP_341528997.1,57
GF_02061,GCF_038096175.1|WP_341529154.1,43
GF_02062,GCF_038096175.1|WP_341529190.1,40
GF_02063,GCF_038096175.1|WP_341529593.1,65
GF_02064,GCF_038096175.1|WP_341529712.1,42
GF_02065,GCF_038096175.1|WP_341529810.1,44
GF_02066,GCF_038096175.1|WP_341530245.1,52
GF_02067,GCF_038096175.1|WP_341530636.1,82
GF_02068,GCF_038096175.1|WP_341530816.1,112
GF_02069,GCF_038096175.1|WP_341531102.1,57
GF_02070,GCF_038096175.1|WP_341531130.1,60
GF_02071,GCF_038096175.1|WP_341531140.1,72
GF_02072,GCF_038396575.1|WP_016514648.1,55
GF_02073,GCF_038396575.1|WP_045357228.1,300
GF_02074,GCF_038396575.1|WP_190380734.1,71
GF_02075,GCF_038630775.1|WP_015220943.1,75
